	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
1223	Full Size Bedroom Set (solid wood)	927000000	furniture/6144825514_0.jpg	450	500	For sale I have a solid wood bedroom set in full size. Includes bed frame, two night stands, 7 drawer dresser with mirror, and two storage boxes which slide underneath the bed. Does NOT include mattress. Selling everything together. If interested please TEXT only. Can deliver for additional fee depending on where you are located.	For sale I have a solid wood bedroom set in full size. Includes bed frame, two night stands, 7 drawer dresser with mirror, and two storage boxes which slide underneath the bed. Does NOT include mattress. Selling everything together. If interested please TEXT only. Can deliver for additional fee depending on where you are located. Price is negotiable. Serious buyers only. What you see is what you get. Please do not waste my time. Thank you! Located in Newark twin Queen King California
891	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	87	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
746	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	87	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
810	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	112	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
833	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	112	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
888	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	87	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
889	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	87	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
789	Late 20's / early 30's dinning room table	896000000	furniture/6127521270_0.jpg	62	125	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."	"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware."
76	Wood & Metal Coffee Table	892000000		27	45	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels.	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.
283	Wood & Metal Coffee Table	892000000		34	45	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels.	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.
391	Wood & Metal Coffee Table	892000000		27	45	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels.	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.
95	Wood & Metal Coffee Table	892000000		34	45	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels.	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.
20	Wood & Metal Coffee Table	892000000		41	45	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels.	Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.
910	Black Sofa	823000000	furniture/6134286819_0.jpg	1620	1800	Selling our theater seats which are barely used because we selected another color scheme for the room.	Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.
816	Black Sofa	823000000	furniture/6134286819_0.jpg	1620	1800	Selling our theater seats which are barely used because we selected another color scheme for the room.	Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.
831	Black Sofa	823000000	furniture/6134286819_0.jpg	900	1800	Selling our theater seats which are barely used because we selected another color scheme for the room.	Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.
873	Black Sofa	823000000	furniture/6134286819_0.jpg	1260	1800	Selling our theater seats which are barely used because we selected another color scheme for the room.	Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.
143	end tables	797000000	furniture/6126295399_0.jpg	90	150	"hexagon table is 27"" at the widest(corner to corner) 19"" tall"	"hexagon table is 27"" at the widest(corner to corner) 19"" tall coffee table is 72"" long x 25"" wide x 15"" high"
282	end tables	797000000	furniture/6126295399_0.jpg	114	150	"hexagon table is 27"" at the widest(corner to corner) 19"" tall"	"hexagon table is 27"" at the widest(corner to corner) 19"" tall coffee table is 72"" long x 25"" wide x 15"" high"
235	end tables	797000000	furniture/6126295399_0.jpg	138	150	"hexagon table is 27"" at the widest(corner to corner) 19"" tall"	"hexagon table is 27"" at the widest(corner to corner) 19"" tall coffee table is 72"" long x 25"" wide x 15"" high"
1296	Glass Shelf	785000000		17	25	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."
1212	Glass Shelf	785000000		12	25	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."
1251	Glass Shelf	785000000		17	25	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."
1241	Glass Shelf	785000000		22	25	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."	"This glass shelf is 32"" x 19 1/2"".  It has a groove to display plates, if desired.  It is in excellent condition.  Please let me know if you are interested."
1529	Futon	784000000		112	125	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"""	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"" the height when couch: 2' 6"" the width when couch: 3' 4"" the width when a bed: 4' 5"" I wouldn't be getting rid of it except we're moving out of the area and trying to make our move without a Uhaul!"
1509	Futon	784000000		87	125	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"""	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"" the height when couch: 2' 6"" the width when couch: 3' 4"" the width when a bed: 4' 5"" I wouldn't be getting rid of it except we're moving out of the area and trying to make our move without a Uhaul!"
1518	Futon	784000000		62	125	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"""	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"" the height when couch: 2' 6"" the width when couch: 3' 4"" the width when a bed: 4' 5"" I wouldn't be getting rid of it except we're moving out of the area and trying to make our move without a Uhaul!"
1522	Futon	784000000		62	125	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"""	"Very comfortable futon!!  The frame is oak with a lot of beautiful details, and the mattress pad is very comfortable for sitting on and sleeping on. The mattress is Springair brand, has springs and is made of cotton, and is the full-size pad, measuring 54"" by 75"".  This futon has a built-in rope to help you pull it back up from the bed position into the couch position. We are a smoke-free home. To give you an idea of the dimensions of the couch/futon: the height of the arms is 21"" the length: 6' 9 1/2"" the height when couch: 2' 6"" the width when couch: 3' 4"" the width when a bed: 4' 5"" I wouldn't be getting rid of it except we're moving out of the area and trying to make our move without a Uhaul!"
